"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.545599562E2,3.511268964E1,1.369021634E2,2.515326687E0,4.115858919E1,5.987225730E1,1.198827608E2,7.708106696E0,1.755840182E1,3.485246638E0,-1.000000000E0
1.555599578E2,3.511244200E1,1.369027613E2,3.096894916E0,4.174149644E1,6.004466869E1,1.194227616E2,7.771377845E0,1.712916933E1,1.796074342E0,-1.000000000E0
1.565599589E2,3.511219516E1,1.369033880E2,2.732647270E0,4.137865341E1,6.053289389E1,1.194098858E2,7.837856416E0,1.467947238E1,1.784433803E0,-1.000000000E0
1.575599597E2,3.511190581E1,1.369040276E2,3.071849726E0,4.171928276E1,6.127014612E1,1.191054620E2,7.902303413E0,1.349649414E1,1.773594150E0,-1.000000000E0
1.585599610E2,3.511163452E1,1.369046537E2,3.564626968E0,4.221345777E1,6.170691964E1,1.189085091E2,7.966567971E0,1.313766448E1,1.770818508E0,-1.000000000E0
1.595599605E2,3.511135337E1,1.369052710E2,3.554123072E0,4.220432895E1,6.213180258E1,1.188989945E2,8.030662048E0,1.288492779E1,1.764332966E0,-1.000000000E0
1.605599620E2,3.511106869E1,1.369058837E2,4.087341888E0,4.273891088E1,6.242132909E1,1.189620438E2,8.095735022E0,1.605309671E1,6.835123932E0,-1.000000000E0
1.615599633E2,3.511077808E1,1.369065046E2,4.353239205E0,4.300618840E1,6.264834922E1,1.190535567E2,8.161020964E0,1.612697026E1,6.658953631E0,-1.000000000E0
1.625599634E2,3.511050242E1,1.369071383E2,4.470941833E0,4.312530192E1,6.299854949E1,1.188867805E2,8.223238437E0,1.622624437E1,6.413254004E0,-1.000000000E0
1.635599641E2,3.511023279E1,1.369077377E2,4.556648093E0,4.321234029E1,6.292871092E1,1.188681512E2,8.291398400E0,1.646365087E1,5.776593586E0,-1.000000000E0
1.645599654E2,3.510992303E1,1.369083843E2,4.746863898E0,4.340398925E1,6.367876598E1,1.191352579E2,8.357226119E0,1.595644307E1,7.057815367E0,-1.000000000E0
1.655599652E2,3.510961977E1,1.369090058E2,4.623365658E0,4.328186668E1,6.393862587E1,1.193035426E2,8.423090108E0,1.589105152E1,7.203840294E0,-1.000000000E0
1.665599659E2,3.510932823E1,1.369096361E2,4.177637872E0,4.283753561E1,6.422984275E1,1.192683259E2,8.487232991E0,1.576398144E1,7.477815359E0,-1.000000000E0
1.675599664E2,3.510905180E1,1.369102550E2,4.776903868E0,4.343817380E1,6.427156454E1,1.192418435E2,8.552868397E0,1.545721744E1,8.092914330E0,-1.000000000E0
1.685599671E2,3.510874940E1,1.369108746E2,5.715184307E0,4.437782291E1,6.435899720E1,1.194158627E2,8.616454613E0,1.551974417E1,7.972350606E0,-1.000000000E0
1.695599673E2,3.510847767E1,1.369114897E2,5.053546605E0,4.371754754E1,6.446740989E1,1.193840605E2,8.682183559E0,1.558317072E1,7.847650828E0,-1.000000000E0
1.705599680E2,3.510819192E1,1.369121222E2,4.728742553E0,4.339414255E1,6.478104409E1,1.193114910E2,8.747271794E0,1.577057015E1,7.463909862E0,-1.000000000E0
1.715599680E2,3.510790416E1,1.369127453E2,4.802234012E0,4.346901017E1,6.494744607E1,1.193607474E2,8.812131926E0,1.585929807E1,7.273479078E0,-1.000000000E0
1.725599689E2,3.510762051E1,1.369133684E2,4.454502594E0,4.312265454E1,6.496737760E1,1.193378024E2,8.879802859E0,1.600283341E1,6.951989368E0,-1.000000000E0
1.735599704E2,3.510733459E1,1.369140251E2,4.043375026E0,4.271297841E1,6.557934869E1,1.189914710E2,8.944838867E0,1.593737899E1,7.100759418E0,-1.000000000E0
1.745599694E2,3.510703384E1,1.369146383E2,3.954718828E0,4.262567057E1,6.565853425E1,1.193097245E2,9.009739201E0,1.551896511E1,7.973867022E0,-1.000000000E0
1.755599695E2,3.510674431E1,1.369152578E2,4.259399367E0,4.293171490E1,6.547454385E1,1.194605537E2,9.073784575E0,1.554565245E1,7.921712144E0,-1.000000000E0
1.765599705E2,3.510645169E1,1.369158642E2,4.440688159E0,4.311433614E1,6.529567162E1,1.197592881E2,9.140343237E0,1.566538606E1,7.682220578E0,-1.000000000E0
1.775599710E2,3.510611072E1,1.369164655E2,4.299728830E0,4.297468797E1,6.522920982E1,1.212108066E2,9.205349891E0,1.570411439E1,7.602737955E0,-1.000000000E0
1.785599710E2,3.510576197E1,1.369170391E2,4.576040634E0,4.325224492E1,6.505636835E1,1.228396731E2,9.272924109E0,1.574399588E1,7.519802323E0,-1.000000000E0
1.795599710E2,3.510541301E1,1.369176472E2,4.305667009E0,4.298319432E1,6.529502054E1,1.235445106E2,9.339941261E0,1.586605843E1,7.258720491E0,-1.000000000E0
1.805599713E2,3.510502722E1,1.369182133E2,4.387653786E0,4.306640002E1,6.536690319E1,1.253334200E2,9.407034960E0,1.561435250E1,7.785424158E0,-1.000000000E0
1.815599719E2,3.510464583E1,1.369187848E2,4.204168335E0,4.288414574E1,6.560141380E1,1.270568951E2,9.473173047E0,1.551327431E1,7.984932894E0,-1.000000000E0
1.825599720E2,3.510427017E1,1.369193485E2,4.192987316E0,4.287417795E1,6.561800553E1,1.281281116E2,9.544502993E0,1.565916755E1,7.694888237E0,-1.000000000E0
1.835599720E2,3.510383697E1,1.369199268E2,4.578084580E0,4.326050963E1,6.647701475E1,1.298058010E2,9.614718433E0,1.562534914E1,7.763330318E0,-1.000000000E0
1.845599732E2,3.510341393E1,1.369204998E2,4.314818621E0,4.299846675E1,6.667035867E1,1.311003285E2,9.681536680E0,1.532993641E1,8.331499448E0,-1.000000000E0
1.855599735E2,3.510298043E1,1.369210085E2,4.436020263E0,4.312074169E1,6.600183773E1,1.332114705E2,9.753216446E0,1.523567408E1,8.502650676E0,-1.000000000E0
1.865599729E2,3.510249742E1,1.369215303E2,4.017442867E0,4.270325667E1,6.671327415E1,1.349673550E2,9.821128863E0,1.520419860E1,8.558807049E0,-1.000000000E0
1.875599729E2,3.510205269E1,1.369220420E2,4.864191049E0,4.355108040E1,6.672187122E1,1.357055128E2,9.889317406E0,1.540749642E1,8.187178235E0,-1.000000000E0
1.885599734E2,3.510158071E1,1.369225205E2,5.068476504E0,4.375635962E1,6.665431989E1,1.372241607E2,9.958278980E0,1.555568818E1,7.901987007E0,-1.000000000E0
1.895599736E2,3.510108635E1,1.369229783E2,3.687757066E0,4.237658100E1,6.684225355E1,1.389203041E2,1.002599133E1,1.553987445E1,7.933040733E0,-1.000000000E0
1.905599739E2,3.510059282E1,1.369234143E2,4.961080492E0,4.365079496E1,6.658940461E1,1.405246737E2,1.009859765E1,1.572860262E1,7.551946309E0,-1.000000000E0
1.915599741E2,3.510005244E1,1.369238623E2,5.339766493E0,4.403038810E1,6.719575412E1,1.421172176E2,1.018445726E1,1.581442228E1,7.370541459E0,-1.000000000E0
1.925599745E2,3.509938443E1,1.369243356E2,4.790469567E0,4.348202853E1,6.885938349E1,1.443910046E2,1.025361970E1,1.489796878E1,9.081374323E0,-1.000000000E0
1.935599735E2,3.509883789E1,1.369246986E2,4.679771640E0,4.337204115E1,6.877366029E1,1.471005177E2,1.032203964E1,1.491990444E1,9.045290751E0,-1.000000000E0
1.945599750E2,3.509830755E1,1.369250799E2,4.640881709E0,4.333390572E1,6.882167207E1,1.482325835E2,1.039100502E1,1.493116131E1,9.026696800E0,-1.000000000E0
1.955599745E2,3.509776610E1,1.369254497E2,4.518203699E0,4.321195263E1,6.879467808E1,1.494520847E2,1.046624489E1,8.784635643E0,1.723563235E0,-1.000000000E0
1.965599748E2,3.509715252E1,1.369257983E2,3.815078517E0,4.250948868E1,6.981951737E1,1.515035833E2,1.053907692E1,8.700114238E0,1.713662419E0,-1.000000000E0
1.975599750E2,3.509654893E1,1.369261092E2,3.394760898E0,4.208974805E1,7.048936337E1,1.535934254E2,1.061326436E1,8.787297650E0,1.764628697E0,-1.000000000E0
1.985599751E2,3.509594249E1,1.369264491E2,2.575424198E0,4.127105225E1,7.134524411E1,1.544230814E2,1.068852874E1,8.640749827E0,1.706092740E0,-1.000000000E0
1.995599756E2,3.509532407E1,1.369267854E2,1.894645517E0,4.059090271E1,7.232759378E1,1.548387437E2,1.076633306E1,8.623450721E0,1.703224989E0,-1.000000000E0
2.005599757E2,3.509467947E1,1.369271181E2,4.577247119E-1,3.915459622E1,7.337647713E1,1.552993471E2,1.084159563E1,8.477420621E0,1.698713208E0,-1.000000000E0
2.015599759E2,3.509405662E1,1.369274419E2,1.620263392E-1,3.885949572E1,7.367330228E1,1.557020109E2,1.091770834E1,8.544063085E0,1.698089829E0,-1.000000000E0
2.025599754E2,3.509342092E1,1.369277521E2,-3.109036051E-1,3.838712924E1,7.357669058E1,1.561316172E2,1.099407638E1,8.742335040E0,1.695062410E0,-1.000000000E0
2.035599762E2,3.509279155E1,1.369280881E2,-4.615786010E-1,3.823707597E1,7.348378408E1,1.561226345E2,1.106787673E1,8.897005674E0,1.692869084E0,-1.000000000E0
2.045599759E2,3.509218224E1,1.369284097E2,1.696097301E-1,3.886885692E1,7.331573228E1,1.562172796E2,1.114188669E1,9.263159288E0,1.692084420E0,-1.000000000E0
2.055599756E2,3.509156922E1,1.369287265E2,5.585535038E-1,3.925838081E1,7.328716416E1,1.563624113E2,1.121842949E1,9.951329399E0,1.689822127E0,-1.000000000E0
2.065599762E2,3.509092651E1,1.369290278E2,6.256278865E-1,3.932599296E1,7.383370038E1,1.568674861E2,1.129395836E1,9.327407793E0,1.685991453E0,-1.000000000E0
2.075599767E2,3.509029277E1,1.369293266E2,1.009695943E0,3.971059402E1,7.417709241E1,1.572838923E2,1.136828605E1,8.637310950E0,1.683401431E0,-1.000000000E0
2.085599764E2,3.508966674E1,1.369296129E2,6.236584494E-1,3.932506249E1,7.435190917E1,1.575881982E2,1.144101992E1,8.582479923E0,1.679869357E0,-1.000000000E0
2.095599769E2,3.508906191E1,1.369299173E2,7.321857968E-1,3.943413988E1,7.439549863E1,1.577602712E2,1.151786680E1,8.121291998E0,1.677480665E0,-1.000000000E0
2.105599767E2,3.508841481E1,1.369302139E2,1.108974046E0,3.981145038E1,7.485235351E1,1.578769501E2,1.159268529E1,7.770091222E0,1.675265440E0,-1.000000000E0
2.115599760E2,3.508779212E1,1.369305255E2,1.554906369E0,4.025794284E1,7.489053753E1,1.577399089E2,1.166839361E1,8.190108498E0,1.673926194E0,-1.000000000E0
2.125599767E2,3.508716349E1,1.369308451E2,1.602641419E0,4.030625367E1,7.503268537E1,1.575137404E2,1.174686197E1,8.666520589E0,1.671166231E0,-1.000000000E0
2.135599769E2,3.508651092E1,1.369311733E2,1.868897358E0,4.057309829E1,7.533466318E1,1.573958854E2,1.182286963E1,8.516822094E0,1.800643763E0,-1.000000000E0
2.145599763E2,3.508588222E1,1.369315012E2,2.080638500E0,4.078543143E1,7.506939212E1,1.569469473E2,1.190173376E1,8.292285977E0,1.794172656E0,-1.000000000E0
2.155599771E2,3.508524517E1,1.369318822E2,3.157309172E0,4.186280954E1,7.547427141E1,1.563560204E2,1.197932899E1,7.676852854E0,1.784587376E0,-1.000000000E0
2.165599765E2,3.508460601E1,1.369322244E2,2.233764513E0,4.093988437E1,7.575199377E1,1.564161040E2,1.205540277E1,7.447608401E0,1.774874445E0,-1.000000000E0
2.175599767E2,3.508397670E1,1.369325524E2,2.301186631E0,4.100789524E1,7.582089656E1,1.563816724E2,1.213085082E1,7.612730062E0,1.773074125E0,-1.000000000E0
2.185599769E2,3.508334898E1,1.369328672E2,2.989083956E0,4.169635126E1,7.575500649E1,1.565592265E2,1.220929912E1,7.659858838E0,1.768784818E0,-1.000000000E0
2.195599777E2,3.508270649E1,1.369332233E2,2.873823888E0,4.158173739E1,7.609335439E1,1.563604331E2,1.228645013E1,7.868320278E0,1.758621775E0,-1.000000000E0
2.205599776E2,3.508206955E1,1.369335596E2,3.389304094E0,4.209781974E1,7.648624415E1,1.563192521E2,1.236533556E1,8.010393469E0,1.756245938E0,-1.000000000E0
2.215599771E2,3.508142124E1,1.369339116E2,3.523175320E0,4.223232430E1,7.695266950E1,1.561033122E2,1.244118436E1,7.715823489E0,1.748362615E0,-1.000000000E0
2.225599772E2,3.508079778E1,1.369342498E2,3.417384247E0,4.212714043E1,7.696437214E1,1.560818945E2,1.252105062E1,7.709270773E0,1.742137745E0,-1.000000000E0
2.235599773E2,3.508013578E1,1.369345903E2,3.387673728E0,4.209803229E1,7.741425675E1,1.562110309E2,1.260019903E1,7.261245366E0,1.714942263E0,-1.000000000E0
2.245599773E2,3.507948331E1,1.369349380E2,3.417183264E0,4.212816096E1,7.764024308E1,1.561434890E2,1.267931511E1,7.061779365E0,1.710694301E0,-1.000000000E0
2.255599772E2,3.507883896E1,1.369353067E2,3.755593508E0,4.246723771E1,7.775681916E1,1.559883509E2,1.275725549E1,6.352205367E0,1.825217500E0,-1.000000000E0
2.265599776E2,3.507819752E1,1.369356520E2,3.483293521E0,4.219555190E1,7.777509421E1,1.560121269E2,1.283515786E1,6.623178205E0,1.724879976E0,-1.000000000E0
2.275599778E2,3.507755541E1,1.369359945E2,4.807038276E0,4.351990313E1,7.775387674E1,1.560915189E2,1.291372238E1,6.905591580E0,1.717467482E0,-1.000000000E0
2.285599771E2,3.507691279E1,1.369363533E2,3.905763074E0,4.261926937E1,7.781116633E1,1.559994792E2,1.299108896E1,7.145985321E0,1.712353766E0,-1.000000000E0
2.295599788E2,3.507627857E1,1.369367029E2,4.473587164E0,4.318771530E1,7.770755022E1,1.560204881E2,1.306886761E1,7.283390698E0,1.692273179E0,-1.000000000E0
2.305599788E2,3.507563196E1,1.369370289E2,4.438199327E0,4.315289315E1,7.765885646E1,1.563003658E2,1.314707120E1,7.424338423E0,1.706413607E0,-1.000000000E0
2.315599779E2,3.507499312E1,1.369373883E2,4.499266845E0,4.321460065E1,7.787090757E1,1.560059530E2,1.322432574E1,7.394236001E0,1.685287813E0,-1.000000000E0
2.325599782E2,3.507435738E1,1.369377307E2,5.029607592E0,4.374554355E1,7.778594952E1,1.559749225E2,1.330244373E1,7.497079057E0,1.699621893E0,-1.000000000E0
2.335599783E2,3.507371491E1,1.369380780E2,4.845074391E0,4.356162048E1,7.786127344E1,1.560175633E2,1.338201392E1,7.558509945E0,1.679987881E0,-1.000000000E0
2.345599787E2,3.507305750E1,1.369384234E2,5.326035703E0,4.404318291E1,7.810139049E1,1.561360826E2,1.345868482E1,7.598452231E0,1.676258786E0,-1.000000000E0
2.355599785E2,3.507242902E1,1.369387699E2,5.006693522E0,4.372445022E1,7.792346957E1,1.559867768E2,1.353477729E1,7.805085399E0,1.689749241E0,-1.000000000E0
2.365599784E2,3.507180426E1,1.369391111E2,5.761540580E0,4.447989472E1,7.769115479E1,1.559912647E2,1.361536087E1,8.029686723E0,1.673163727E0,-1.000000000E0
2.375599792E2,3.507114536E1,1.369394798E2,6.002644158E0,4.472164668E1,7.784907349E1,1.559427355E2,1.369286357E1,7.840872301E0,1.670894333E0,-1.000000000E0
2.385599790E2,3.507050968E1,1.369398291E2,6.587661440E0,4.530727414E1,7.779407807E1,1.559532165E2,1.377196627E1,7.847702260E0,1.669163084E0,-1.000000000E0
2.395599789E2,3.506986029E1,1.369401840E2,6.720749719E0,4.544098045E1,7.790772574E1,1.560826387E2,1.385062651E1,7.417507530E0,1.665329956E0,-1.000000000E0
2.405599787E2,3.506921594E1,1.369405407E2,6.464332721E0,4.518518545E1,7.801675160E1,1.560203164E2,1.392850150E1,7.767990344E0,1.663794159E0,-1.000000000E0
2.415599792E2,3.506857303E1,1.369408801E2,6.265704603E0,4.498714062E1,7.792973557E1,1.561444062E2,1.400735154E1,7.988654700E0,1.674866479E0,-1.000000000E0
2.425599790E2,3.506792304E1,1.369412264E2,6.227161833E0,4.494919343E1,7.799220084E1,1.561522126E2,1.408324952E1,8.036546965E0,1.786079439E0,-1.000000000E0
2.435599794E2,3.506730391E1,1.369415775E2,6.167017154E0,4.488966119E1,7.808327920E1,1.559659105E2,1.416309094E1,7.386966924E0,1.670177123E0,-1.000000000E0
2.445599792E2,3.506664473E1,1.369419253E2,6.046414952E0,4.476965319E1,7.817165259E1,1.558292052E2,1.424241825E1,7.473200586E0,1.800034588E0,-1.000000000E0
2.455599789E2,3.506600025E1,1.369422991E2,6.050056885E0,4.477394829E1,7.831000310E1,1.553046096E2,1.432172357E1,7.365374342E0,1.769571590E0,-1.000000000E0
2.465599795E2,3.506535740E1,1.369426765E2,6.066624325E0,4.479117587E1,7.849556345E1,1.548448797E2,1.440005391E1,7.502412132E0,1.762924664E0,-1.000000000E0
2.475599808E2,3.506472930E1,1.369430662E2,6.274929455E0,4.500017034E1,7.846505740E1,1.542591887E2,1.447811220E1,7.868287302E0,1.754865975E0,-1.000000000E0
2.485599802E2,3.506410493E1,1.369434582E2,6.579995804E0,4.530593078E1,7.845400471E1,1.537993695E2,1.455746365E1,8.007255358E0,1.750310353E0,-1.000000000E0
2.495599802E2,3.506347063E1,1.369438577E2,7.461897032E0,4.618853846E1,7.854218457E1,1.534875739E2,1.463344479E1,8.079234688E0,1.743705498E0,-1.000000000E0
2.505599798E2,3.506286246E1,1.369442383E2,7.109814456E0,4.583712677E1,7.815549329E1,1.534539193E2,1.471000946E1,8.399478215E0,1.760535766E0,-1.000000000E0
2.515599789E2,3.506225321E1,1.369446303E2,7.465820383E0,4.619382668E1,7.791533504E1,1.532386941E2,1.478756509E1,8.835031094E0,1.758453697E0,-1.000000000E0
2.525599791E2,3.506163660E1,1.369450285E2,7.341106647E0,4.606981736E1,7.797073183E1,1.529203270E2,1.486478252E1,8.759504567E0,1.729718823E0,-1.000000000E0
2.535599801E2,3.506101872E1,1.369454158E2,7.898621038E0,4.662801076E1,7.787782001E1,1.529360605E2,1.494150601E1,9.314425160E0,1.724079585E0,-1.000000000E0
2.545599803E2,3.506040853E1,1.369458093E2,8.845751297E0,4.757583433E1,7.776315919E1,1.528525502E2,1.502085783E1,1.001657434E1,1.743215232E0,-1.000000000E0
2.555599795E2,3.505976973E1,1.369461979E2,8.140004326E0,4.687076140E1,7.793161669E1,1.529855376E2,1.509756880E1,1.069855041E1,1.716734588E0,-1.000000000E0
2.565599823E2,3.505915849E1,1.369465887E2,9.080630826E0,4.781207248E1,7.772551020E1,1.528849065E2,1.517519032E1,1.087424342E1,1.732739458E0,-1.000000000E0
2.575599825E2,3.505853996E1,1.369469840E2,1.010243917E1,4.883457205E1,7.754320827E1,1.527528486E2,1.525196196E1,1.072864959E1,1.728850431E0,-1.000000000E0
2.585599783E2,3.505793519E1,1.369473909E2,9.098881857E0,4.783173327E1,7.755959459E1,1.524586136E2,1.532879597E1,1.038139838E1,1.724564935E0,-1.000000000E0
2.595599736E2,3.505732649E1,1.369477904E2,1.015405074E1,4.888760242E1,7.748170125E1,1.524901369E2,1.540460029E1,9.555767877E0,1.717943027E0,-1.000000000E0
2.605599701E2,3.505673095E1,1.369481957E2,1.049544270E1,4.922970935E1,7.731812685E1,1.523583048E2,1.548154204E1,8.626485650E0,1.696470917E0,-1.000000000E0
2.615599701E2,3.505612511E1,1.369486041E2,1.019814097E1,4.893312518E1,7.735746884E1,1.522978857E2,1.555918802E1,8.533232889E0,1.692607805E0,-1.000000000E0
2.625599679E2,3.505550360E1,1.369489930E2,1.032404184E1,4.905969620E1,7.748201403E1,1.523867759E2,1.563658290E1,9.009808903E0,1.706595474E0,-1.000000000E0
2.635599657E2,3.505488405E1,1.369493805E2,1.145003824E1,5.018635899E1,7.738698291E1,1.524415428E2,1.571458867E1,9.247197830E0,1.688232214E0,-1.000000000E0
2.645599661E2,3.505426339E1,1.369497799E2,1.220697914E1,5.094399036E1,7.725866332E1,1.525206289E2,1.579142784E1,8.574068506E0,1.701149875E0,-1.000000000E0
2.655599624E2,3.505364458E1,1.369501556E2,1.330523006E1,5.204288011E1,7.699404923E1,1.525419693E2,1.586691469E1,7.250138895E0,1.680027044E0,-1.000000000E0
2.665599604E2,3.505304215E1,1.369505379E2,1.520449349E1,5.394279973E1,7.667999084E1,1.526590566E2,1.594245166E1,6.444173639E0,1.675994712E0,-1.000000000E0
2.675599590E2,3.505242880E1,1.369508947E2,1.528388371E1,5.402278709E1,7.653901270E1,1.526363173E2,1.601742857E1,5.477012130E0,1.956240058E0,-1.000000000E0
2.685599593E2,3.505183779E1,1.369512912E2,1.544908031E1,5.418867105E1,7.638040592E1,1.524661703E2,1.609454265E1,5.392523262E0,2.178354862E0,-1.000000000E0
2.695599605E2,3.505122117E1,1.369516789E2,1.584061955E1,5.458087046E1,7.652050665E1,1.524256999E2,1.617066347E1,5.690738455E0,1.690091406E0,-1.000000000E0
2.705599607E2,3.505061382E1,1.369520647E2,1.643946963E1,5.518037804E1,7.634480407E1,1.522255719E2,1.624664789E1,6.692255348E0,1.683619029E0,-1.000000000E0
2.715599608E2,3.505001200E1,1.369524601E2,1.756480740E1,5.630639400E1,7.626320008E1,1.516757026E2,1.632442624E1,6.048484020E0,1.678304827E0,-1.000000000E0
2.725599622E2,3.504939648E1,1.369528660E2,1.862642517E1,5.736870730E1,7.685291170E1,1.511909928E2,1.640115608E1,6.391399806E0,1.675492288E0,-1.000000000E0
2.735599628E2,3.504880550E1,1.369533011E2,1.947500832E1,5.821805396E1,7.680614712E1,1.500499463E2,1.647625034E1,6.223876036E0,1.672889888E0,-1.000000000E0
2.745599642E2,3.504822149E1,1.369537154E2,2.059046651E1,5.933423172E1,7.624401671E1,1.493788403E2,1.655240828E1,6.079920332E0,1.771451717E0,-1.000000000E0
2.755599645E2,3.504763218E1,1.369541417E2,2.244916533E1,6.119367298E1,7.601263193E1,1.488880150E2,1.662886887E1,7.023240373E0,1.761525962E0,-1.000000000E0
2.765599658E2,3.504706124E1,1.369546098E2,2.304768769E1,6.179303061E1,7.604449849E1,1.477291246E2,1.670341590E1,7.144799449E0,1.752347159E0,-1.000000000E0
2.775599660E2,3.504650455E1,1.369550661E2,2.299537089E1,6.174152663E1,7.568708723E1,1.468316583E2,1.677843262E1,7.442608115E0,1.745310791E0,-1.000000000E0
2.785599667E2,3.504597212E1,1.369555722E2,2.300768176E1,6.175476167E1,7.539676854E1,1.454555757E2,1.685472677E1,6.595856185E0,1.729585055E0,-1.000000000E0
2.795599667E2,3.504542195E1,1.369560730E2,2.365608329E1,6.240406959E1,7.536585005E1,1.441218356E2,1.693151751E1,5.986483277E0,1.926062374E0,-1.000000000E0
2.805599676E2,3.504487473E1,1.369565875E2,2.430968758E1,6.305860896E1,7.567777697E1,1.429710298E2,1.700864770E1,5.467082254E0,2.153625573E0,-1.000000000E0
2.815599695E2,3.504432295E1,1.369571009E2,2.518795548E1,6.393780668E1,7.619774846E1,1.420452402E2,1.708488623E1,5.430387190E0,2.254289129E0,-1.000000000E0
2.825599695E2,3.504378816E1,1.369576250E2,2.588936503E1,6.464017206E1,7.620497408E1,1.411477921E2,1.716137164E1,6.044564244E0,2.165888534E0,-1.000000000E0
2.835599695E2,3.504325718E1,1.369581591E2,2.695330418E1,6.570508794E1,7.627325100E1,1.403511220E2,1.723744955E1,7.141526081E0,2.064588604E0,-1.000000000E0
2.845599696E2,3.504273701E1,1.369587020E2,2.751326457E1,6.626604526E1,7.620101657E1,1.394625343E2,1.731699543E1,8.694814450E0,1.861508345E0,-1.000000000E0
2.855599694E2,3.504219452E1,1.369592715E2,2.823749819E1,6.699132428E1,7.691275559E1,1.387509229E2,1.739568217E1,9.050504205E0,1.704671080E0,-1.000000000E0
2.865599702E2,3.504166971E1,1.369598513E2,2.859583971E1,6.735073641E1,7.719576216E1,1.378482314E2,1.747011018E1,8.487861101E0,1.701946298E0,-1.000000000E0
2.875599702E2,3.504119402E1,1.369604265E2,2.895704945E1,6.771301998E1,7.654876472E1,1.366163379E2,1.754646841E1,9.251896485E0,1.700465790E0,-1.000000000E0
2.885599709E2,3.504070473E1,1.369610150E2,2.908529754E1,6.784236456E1,7.648614343E1,1.356602732E2,1.762599900E1,1.096807195E1,1.699113873E0,-1.000000000E0
2.895599717E2,3.504020633E1,1.369616415E2,2.810625217E1,6.686449172E1,7.715189612E1,1.345518914E2,1.770262811E1,1.117556689E1,1.695144789E0,-1.000000000E0
2.905599716E2,3.503973583E1,1.369622565E2,2.717054170E1,6.592993624E1,7.705958545E1,1.334916531E2,1.777841429E1,1.164233293E1,1.693071182E0,-1.000000000E0
2.915599715E2,3.503927300E1,1.369628676E2,2.689535212E1,6.565589416E1,7.678797860E1,1.324901135E2,1.785417182E1,1.090983713E1,1.688345922E0,-1.000000000E0
2.925599720E2,3.503884167E1,1.369635117E2,2.711327459E1,6.587504189E1,7.647490236E1,1.310646904E2,1.793025582E1,1.147557498E1,1.686722510E0,-1.000000000E0
